segment_id,mslink,VAL_MAE_baseline,VAL_MAE_ensemble,VAL_RMSE_ensemble,VAL_R2_ensemble,VAL_Coverage,TEST_MAE_baseline,TEST_MAE_ensemble,TEST_RMSE_ensemble,TEST_R2_ensemble,TEST_Coverage,90d_forecast_total_lambda,VAL_MAE_improvement,TEST_MAE_improvement
MSLINK_166,166,0.3055555555555556,0.0018412572307255515,0.010829797846282511,0.9995503468828447,100.0,0.23333333333333334,0.0004878742766671382,0.001154428985480989,0.9999926863679618,100.0,6.4074,0.30371429832483005,0.2328454590566662
MSLINK_172,172,0.23333333333333334,0.0017298850066324101,0.003143524472439647,0.9999275472790391,100.0,0.28888888888888886,0.001351707490983362,0.0029889748545394784,0.9999356754110963,100.0,3.4936,0.23160344832670093,0.2875371813979055
MSLINK_173,173,0.4111111111111111,0.0010738649899850912,0.002555313984399183,0.9998950595249468,100.0,0.2444444444444444,0.001630754732713127,0.0039855563035270415,0.999912828090587,100.0,13.3139,0.410037246121126,0.24281368971173128
MSLINK_174,174,0.06666666666666667,0.0002820586440543722,0.0006014474605852601,0.9999779277869112,100.0,0.15555555555555553,0.005122202430545183,0.016790781922673578,0.997560218059449,100.0,1.7038999999999995,0.0663846080226123,0.15043335312501036
MSLINK_175,175,0.7555555555555554,0.00604471278884343,0.016014479163392496,0.9996575412632237,100.0,0.5555555555555555,0.04041200806531558,0.19293531132328098,0.9253861226728948,100.0,25.3333,0.749510842766712,0.5151435474902399
MSLINK_176,176,0.0611111111111111,0.0004176819255171726,0.0008592458070106386,0.999954950981615,100.0,0.1111111111111111,0.0025538515836131047,0.010956155219325584,0.9986662518090005,100.0,1.8562999999999998,0.06069342918559393,0.108557259527498
MSLINK_177,177,0.19444444444444448,0.0028813968448716206,0.016064491832147827,0.9988027777935947,100.0,0.24444444444444444,0.0006154196658254563,0.002104433421554692,0.9999784552647396,100.0,9.391399999999999,0.19156304759957285,0.24382902477861898
MSLINK_179,179,0.20555555555555555,0.0005153206331828864,0.0014891936056304553,0.9999533116295779,100.0,0.20000000000000004,0.0008906428969793607,0.0018806172285163632,0.9999693937591907,100.0,10.498299999999999,0.20504023492237267,0.1991093571030207
MSLINK_181,181,0.3555555555555555,0.002527887538688108,0.008212105831464743,0.9993456084747336,100.0,0.35555555555555546,0.00041473115139418576,0.000999558286469851,0.9999937555201996,100.0,18.0966,0.3530276680168674,0.3551408244041613
MSLINK_182,182,0.15,0.0016410034364370794,0.001873876504920837,0.9999632526530218,100.0,0.16666666666666666,0.0020817988185881037,0.008992701336638813,0.999101459140778,100.0,5.9729,0.1483589965635629,0.16458486784807855
MSLINK_183,183,0.3277777777777777,0.0009950889840866619,0.004376625082020974,0.9999158028698524,100.0,0.4888888888888889,0.005846590477364127,0.017850188243991934,0.9993711265387909,100.0,11.332799999999999,0.32678268879369105,0.48304229841152474
